Id,Category
80342,33
195011,50
281790,57
29991,57
144700,37
128441,43
218171,2
110291,33
144230,57
175250,22
4042,33
29750,18
276690,57
24540,57
133081,2
208260,17
234270,33
226101,57
250311,39
145120,32
173680,57
123400,30
18060,57
267091,57
23542,2
143782,35
119661,57
124760,33
48760,57
110452,39
127630,2
202041,57
175920,1
85800,57
121162,57
177521,57
283032,29
123770,33
28190,57
137612,15
275370,27
286532,26
244602,57
57300,57
225960,53
50232,57
134172,57
213802,43
55161,33
122722,2
228751,33
125391,57
200470,57
36581,57
14770,57
244072,57
254671,33
194161,20
178590,57
30891,57
12740,33
250191,2
291262,33
288040,57
35861,42
35001,57
223591,17
184462,1
229251,57
12270,2
208042,57
299160,33
9540,33
57860,57
133032,33
258112,33
69451,33
253851,57
212421,39
295982,33
51902,12
264381,33
162590,57
50412,37
144641,12
147881,57
214342,33
210640,2
243312,57
99490,27
71701,50
125352,33
32141,57
273181,33
274171,2
285700,43
10121,57
168432,33
70411,57
107311,33
221681,57
95961,53
44260,2
190322,56
260751,1
8281,39
70280,39
241260,2
8332,2
292461,33
36740,57
240940,57
272521,51
237820,33
20751,55
192420,13
92642,57
129602,57
201782,13
250962,1
234851,57
6241,33
237011,55
260832,33
286622,6
183512,15
173740,2
70140,57
181881,2
184401,19
104211,33
43930,57
181302,57
44281,1
227652,2
56831,43
258922,57
103610,57
83980,2
236532,33
94550,39
9300,2
264832,22
285300,52
233220,2
102411,18
40170,3
245281,33
151490,33
17340,2
237241,33
145491,33
61512,52
292130,57
11542,57
148320,47
281410,33
67710,0
151501,2
230460,33
214682,22
257862,57
111380,33
102800,4
155840,33
166831,33
219451,56
191912,57
248231,21
216230,57
50010,33
198061,33
175060,57
14221,2
131271,57
137632,1
225510,1
72641,57
142742,57
188640,57
4190,57
220292,18
44662,2
87151,57
127831,53
164802,56
134961,57
158200,51
73381,9
247482,2
181411,57
179760,44
136841,2
66500,17
242930,29
49372,57
185752,33
291121,33
195822,57
61490,33
37151,33
8211,33
213081,18
178821,13
85530,57
23410,57
90562,38
282121,53
138682,33
217030,57
128222,2
202950,56
44332,1
293652,57
145152,23
285772,57
113312,57
166720,57
28521,57
138172,57
77462,33
64282,33
164492,57
71581,33
134612,33
240160,57
25752,33
38792,57
239411,56
260001,56
14051,1
148811,2
277741,39
254352,57
2231,33
167572,57
234962,57
262880,57
184642,57
297090,57
139002,2
175261,33
299392,57
19441,33
113322,31
73972,33
165621,57
186610,5
23991,1
234931,57
36980,2
42512,1
172342,17
194531,33
174822,57
73910,2
163810,53
85422,57
243951,33
192041,41
108411,33
236771,33
17832,2
218981,2
260130,12
43560,57
2542,31
97852,33
71242,43
800,57
7280,13
82571,29
23191,8
214550,57
263242,57
38841,2
188212,57
150911,57
179750,57
136711,57
71500,57
44452,2
21640,33
144301,42
25270,1
124032,57
250590,1
139732,53
281502,18
87830,33
108192,33
48602,57
132070,21
203092,33
229761,13
299120,2
127400,33
15040,53
113521,33
169411,57
31921,1
239282,57
264871,33
4400,2
83402,57
110881,56
62551,57
84382,57
181111,57
155111,2
138871,33
103741,57
243851,57
24710,57
47112,2
271880,33
231930,57
140190,57
73322,57
245432,57
160550,57
66470,44
41432,57
171372,2
132450,32
131882,2
120370,17
83830,19
1451,57
246800,33
175472,53
156591,57
266970,57
268421,2
78210,13
104880,31
130091,57
121590,57
264052,57
21130,25
165800,33
60241,33
196112,57
227432,17
232752,22
25730,33
144560,57
258260,2
172630,57
135552,22
259662,56
81451,57
186090,3
78731,36
80361,37
288852,2
180850,33
175210,13
222222,23
46300,2
231302,2
67431,57
43812,11
283961,57
199852,57
219840,13
290190,50
202291,14
104962,2
100172,33
190831,33
270900,33
80450,2
164372,57
97132,55
100652,57
135802,39
19330,2
119790,2
99011,49
148680,39
147251,19
144612,11
119951,33
261260,18
60280,57
242231,37
26640,13
64902,33
175221,27
44221,33
153772,33
143132,33
90632,33
226422,57
80460,39
246172,33
243790,33
298120,57
255131,51
171880,57
199811,39
181121,57
286210,33
90790,1
246831,18
153381,37
279821,57
19870,57
184241,57
265732,39
26771,30
75681,1
8062,57
79970,1
267050,3
17372,2
58760,27
117721,2
21370,2
103681,57
45472,57
299201,2
266810,57
43020,2
296082,57
81852,57
82651,33
153471,57
203740,39
158442,18
163582,2
105272,33
35700,57
208511,25
286140,57
73211,39
232232,33
113932,2
238100,57
34440,2
151011,33
213901,33
218790,10
276160,57
80951,2
295660,57
184732,13
208882,57
167300,2
223032,57
257970,57
66880,33
37222,2
274500,0
206362,25
284920,57
267652,39
166140,57
3861,40
178320,56
249401,39
138700,57
295312,22
251460,57
201802,22
171351,57
219482,33
216841,21
228451,57
69750,2
54512,57
120491,3
184950,57
199531,14
184742,33
112142,57
21980,39
135911,2
91771,33
256160,57
235250,33
218942,33
109272,22
102962,33
215121,6
16331,39
142872,57
212670,18
259121,56
531,2
295932,25
23122,53
59260,33
272442,33
37362,2
246002,19
24030,57
173601,53
288720,53
180730,33
22012,2
74941,1
121092,33
263300,2
277151,57
249032,33
197581,56
169701,57
52981,57
124612,57
223301,20
50231,57
224381,1
16690,57
241322,33
120312,33
162642,53
14171,33
189950,46
88432,13
247921,15
156612,1
510,57
289892,33
152532,2
81990,57
180291,57
214052,57
196280,57
210752,2
271591,57
251112,57
259630,33
61862,57
273902,25
286581,57
194010,57
109912,2
54702,32
280261,33
50512,2
155641,2
280822,57
81521,33
5911,53
139172,53
51530,56
246012,57
230590,57
113561,2
155380,2
142722,41
74220,43
57102,13
241440,57
281802,33
256270,17
290990,57
267222,33
114331,2
155152,57
166850,11
47451,56
182201,33
141861,33
100442,57
260652,2
128451,2
159960,21
215602,17
77351,2
171052,2
202990,57
62262,2
138970,57
252240,53
279412,33
11650,33
202312,56
225851,33
26790,57
255700,57
111202,33
134512,33
135632,57
248851,3
263592,57
122052,57
254821,4
282832,33
218831,5
49530,2
122371,31
62510,29
113922,33
141570,57
214112,33
119122,33
109431,33
15391,57
8351,1
35302,33
25881,57
277882,57
56951,56
265611,10
102392,57
1472,57
221770,57
189392,57
236520,57
71921,43
257692,17
174420,1
227971,57
55281,57
281121,55
20372,15
152191,19
223450,57
184881,9
214272,28
154402,0
181610,57
294340,12
226540,25
157532,15
74890,1
257052,57
89380,57
64622,1
86481,56
286570,6
126592,56
243471,57
210531,33
197352,33
192761,57
260902,57
72290,57
251580,57
192400,13
77111,57
67352,57
62122,50
191942,45
272820,2
80230,33
103401,15
51432,39
194112,3
219902,57
298501,2
199790,39
208420,57
119152,2
120832,57
101391,1
261782,57
293241,56
135101,42
91562,2
60401,57
100012,57
15270,2
165460,19
122512,2
151031,11
167582,57
124522,55
202131,2
265460,11
1082,2
64710,2
235642,12
179190,57
41412,20
103981,3
59890,2
295252,16
160341,57
214260,57
70240,57
168501,57
156211,33
54922,56
170382,39
80442,57
231560,2
54490,33
36152,2
58691,57
85000,39
187542,22
224142,2
119922,53
182090,57
162801,12
203872,57
255102,33
284512,57
56452,57
29722,57
237961,57
155722,57
96952,1
283052,57
34402,57
5412,43
22351,57
168162,57
93650,39
33451,57
94101,33
67752,2
39582,33
69901,22
293672,44
33792,34
91330,33
130720,1
139272,53
95822,30
194210,57
299432,18
123941,2
114091,2
8770,1
20840,57
112181,25
112732,57
231572,33
222550,57
239911,2
91780,2
170461,1
180400,19
284812,57
15150,57
165311,57
37380,13
112741,2
28362,33
188062,57
117802,44
185880,57
150010,57
261731,34
146701,57
49201,33
218291,57
186802,33
134241,57
63082,53
188750,13
228692,57
166880,53
23450,1
23270,33
17671,2
289641,39
186312,50
163271,57
71381,57
145980,57
182370,57
218182,53
296721,33
103310,2
10520,2
29461,57
53572,55
